"",Set,Count
12551,"(17, 25, 26, 33, 48)",1
12553,"(17, 24, 25, 26, 33, 48)",1
12614,"(23, 30, 46, 49)",1
12615,"(29, 30, 46, 49)",1
12616,"(17, 23, 29, 30, 46)",1
12617,"(17, 23, 29, 30, 49)",1
12618,"(17, 23, 29, 46, 49)",1
12619,"(17, 23, 30, 46, 49)",1
12620,"(17, 29, 30, 46, 49)",1
12621,"(23, 29, 30, 46, 49)",1
12622,"(17, 23, 29, 30, 46, 49)",1
12639,"(16, 22, 37, 4)",1
12552,"(24, 25, 26, 33, 48)",1
12579,"(2, 22, 47, 5)",1
12581,"(12, 16, 2, 22, 5)",1
12582,"(12, 16, 2, 47, 5)",1
12290,"(18, 23, 25, 26, 40)",1
12291,"(18, 23, 25, 37, 40)",1
12292,"(18, 23, 26, 37, 40)",1
12293,"(18, 25, 26, 37, 40)",1
12294,"(23, 25, 26, 37, 40)",1
12295,"(18, 23, 25, 26, 37, 40)",1
12314,"(12, 18, 25, 32)",1
12315,"(12, 18, 25, 39)",1
12318,"(12, 18, 32, 39)",1
12254,"(10, 17, 27, 31, 38, 39)",1
12253,"(17, 27, 31, 38, 39)",1
12252,"(10, 27, 31, 38, 39)",1
12251,"(10, 17, 31, 38, 39)",1
12209,"(27, 41, 6, 7)",1
12211,"(23, 27, 31, 41, 6)",1
12212,"(23, 27, 31, 41, 7)",1
12213,"(23, 27, 31, 6, 7)",1
12214,"(23, 27, 41, 6, 7)",1
12215,"(23, 31, 41, 6, 7)",1
12216,"(27, 31, 41, 6, 7)",1
12217,"(23, 27, 31, 41, 6, 7)",1
12289,"(18, 23, 25, 26, 37)",1
12287,"(23, 26, 37, 40)",1
12286,"(23, 25, 37, 40)",1
12443,"(10, 15, 32, 4, 49)",1
12583,"(12, 16, 22, 47, 5)",1
12584,"(12, 2, 22, 47, 5)",1
12585,"(16, 2, 22, 47, 5)",1
12586,"(12, 16, 2, 22, 47, 5)",1
12601,"(17, 23, 29, 30)",1
12602,"(17, 23, 29, 46)",1
12604,"(17, 23, 30, 46)",1
12605,"(17, 23, 30, 49)",1
12580,"(12, 16, 2, 22, 47)",1
12438,"(15, 32, 4, 49)",1
12285,"(23, 25, 26, 40)",1
12437,"(10, 4, 49, 5)",1
12276,"(18, 23, 25, 40)",1
12277,"(18, 23, 26, 37)",1
12278,"(18, 23, 26, 40)",1
12279,"(18, 23, 37, 40)",1
12280,"(18, 25, 26, 37)",1
12281,"(18, 25, 26, 40)",1
12282,"(18, 25, 37, 40)",1
12283,"(18, 26, 37, 40)",1
11106,"(2, 37, 38, 40)",1
11107,"(27, 3, 37, 38)",1
11109,"(27, 3, 38, 40)",1
11025,"(14, 26, 34, 6)",1
11028,"(16, 26, 34, 42)",1
11029,"(16, 26, 34, 6)",1
11030,"(16, 26, 42, 6)",1
11033,"(14, 16, 26, 34, 42)",1
11034,"(14, 16, 26, 34, 6)",1
11035,"(14, 16, 26, 42, 6)",1
11036,"(14, 16, 34, 42, 6)",1
11023,"(14, 16, 42, 6)",1
11037,"(14, 26, 34, 42, 6)",1
11039,"(14, 16, 26, 34, 42, 6)",1
11055,"(15, 27, 37, 45)",1
11057,"(15, 27, 37, 5)",1
11061,"(15, 37, 45, 48)",1
11062,"(15, 37, 45, 5)",1
11063,"(15, 37, 48, 5)",1
11065,"(27, 37, 45, 48)",1
11069,"(37, 45, 48, 5)",1
11070,"(15, 27, 37, 45, 48)",1
11071,"(15, 27, 37, 45, 5)",1
11038,"(16, 26, 34, 42, 6)",1
11296,"(23, 27, 34, 36, 47)",1
11027,"(14, 34, 42, 6)",1
11024,"(14, 26, 34, 42)",1
11112,"(2, 27, 3, 37, 38)",1
10958,"(11, 37, 39, 4, 46)",1
10844,"(24, 33, 35, 37, 40, 7)",1
10858,"(10, 14, 2, 45)",1
10860,"(10, 14, 2, 8)",1
10863,"(10, 14, 5, 8)",1
10864,"(10, 2, 45, 5)",1
10865,"(10, 2, 45, 8)",1
10955,"(11, 14, 37, 39, 46)",1
10866,"(10, 2, 5, 8)",1
10869,"(14, 2, 45, 8)",1
10870,"(14, 2, 5, 8)",1
10871,"(14, 45, 5, 8)",1
10872,"(2, 45, 5, 8)",1
10873,"(10, 14, 2, 45, 5)",1
10874,"(10, 14, 2, 45, 8)",1
10875,"(10, 14, 2, 5, 8)",1
10876,"(10, 14, 45, 5, 8)",1
10877,"(10, 2, 45, 5, 8)",1
10878,"(14, 2, 45, 5, 8)",1
10867,"(10, 45, 5, 8)",1
10956,"(11, 14, 37, 4, 46)",1
10957,"(11, 14, 39, 4, 46)",1
11022,"(14, 16, 34, 6)",1
11020,"(14, 16, 26, 6)",1
10959,"(14, 37, 39, 4, 46)",1
10960,"(11, 14, 37, 39, 4, 46)",1
11586,"(12, 3, 45, 8)",1
11587,"(14, 22, 3, 45)",1
11589,"(14, 22, 45, 8)",1
11591,"(22, 3, 45, 8)",1
11592,"(12, 14, 22, 3, 45)",1
11593,"(12, 14, 22, 3, 8)",1
11594,"(12, 14, 22, 45, 8)",1
11595,"(12, 14, 3, 45, 8)",1
11596,"(12, 22, 3, 45, 8)",1
11597,"(14, 22, 3, 45, 8)",1
11598,"(12, 14, 22, 3, 45, 8)",1
11613,"(11, 14, 24, 34)",1
11615,"(11, 14, 24, 44)",1
11617,"(11, 14, 34, 44)",1
11618,"(11, 24, 34, 36)",1
11619,"(11, 24, 34, 44)",1
11620,"(11, 24, 36, 44)",1
11623,"(14, 24, 34, 44)",1
11624,"(14, 24, 36, 44)",1
11625,"(14, 34, 36, 44)",1
11627,"(11, 14, 24, 34, 36)",1
11299,"(23, 27, 36, 47, 7)",1
11298,"(23, 27, 34, 47, 7)",1
11297,"(23, 27, 34, 36, 7)",1
10985,"(26, 36, 40, 41)",1
10977,"(16, 26, 36, 8)",1
10978,"(16, 26, 40, 41)",1
10979,"(16, 26, 40, 8)",1
10980,"(16, 26, 41, 8)",1
10981,"(16, 36, 40, 41)",1
10982,"(16, 36, 40, 8)",1
10983,"(16, 36, 41, 8)",1
10984,"(16, 40, 41, 8)",1
11021,"(14, 16, 34, 42)",1
10988,"(26, 40, 41, 8)",1
10987,"(26, 36, 41, 8)",1
10989,"(36, 40, 41, 8)",1
10990,"(16, 26, 36, 40, 41)",1
10991,"(16, 26, 36, 40, 8)",1
10992,"(16, 26, 36, 41, 8)",1
10993,"(16, 26, 40, 41, 8)",1
10994,"(16, 36, 40, 41, 8)",1
10995,"(26, 36, 40, 41, 8)",1
10996,"(16, 26, 36, 40, 41, 8)",1
11019,"(14, 16, 26, 42)",1
10843,"(33, 35, 37, 40, 7)",1
10842,"(24, 35, 37, 40, 7)",1
10841,"(24, 33, 37, 40, 7)",1
11191,"(12, 13, 24, 30, 37, 8)",1
11261,"(16, 23, 37, 44, 6)",1
11262,"(16, 23, 37, 5, 6)",1
11263,"(16, 23, 44, 5, 6)",1
11264,"(16, 37, 44, 5, 6)",1
11265,"(23, 37, 44, 5, 6)",1
11266,"(16, 23, 37, 44, 5, 6)",1
11282,"(23, 27, 34, 36)",1
11284,"(23, 27, 34, 7)",1
11285,"(23, 27, 36, 47)",1
11288,"(23, 34, 36, 47)",1
11289,"(23, 34, 36, 7)",1
11290,"(23, 34, 47, 7)",1
11292,"(27, 34, 36, 47)",1
11293,"(27, 34, 47, 7)",1
11294,"(27, 36, 47, 7)",1
11248,"(16, 23, 44, 5)",1
11246,"(16, 23, 37, 5)",1
11245,"(16, 23, 37, 44)",1
11229,"(14, 21, 28, 47, 48, 5)",1
11188,"(12, 13, 30, 37, 8)",1
11189,"(12, 24, 30, 37, 8)",1
11260,"(16, 23, 37, 44, 5)",1
11259,"(37, 44, 5, 6)",1
11258,"(23, 44, 5, 6)",1
11138,"(14, 20, 23, 5)",1
11113,"(2, 27, 3, 37, 40)",1
11114,"(2, 27, 3, 38, 40)",1
11184,"(24, 30, 37, 8)",1
11115,"(2, 27, 37, 38, 40)",1
11117,"(27, 3, 37, 38, 40)",1
11118,"(2, 27, 3, 37, 38, 40)",1
11122,"(14, 20, 28)",1
11136,"(14, 20, 23, 25)",1
11137,"(14, 20, 23, 28)",1
11139,"(14, 20, 25, 28)",1
11257,"(23, 37, 5, 6)",1
11140,"(14, 20, 25, 5)",1
11141,"(14, 20, 28, 5)",1
11142,"(14, 23, 25, 28)",1
11116,"(2, 3, 37, 38, 40)",1
11076,"(15, 27, 37, 45, 48, 5)",1
11185,"(12, 13, 24, 30, 37)",1
11187,"(12, 13, 24, 37, 8)",1
11251,"(16, 37, 44, 5)",1
11253,"(16, 37, 5, 6)",1
11190,"(13, 24, 30, 37, 8)",1
11208,"(14, 21, 28, 47)",1
10840,"(24, 33, 35, 40, 7)",1
11210,"(14, 21, 28, 5)",1
10917,"(22, 23, 28, 40, 43)",1
10918,"(22, 23, 3, 40, 43)",1
10919,"(22, 28, 3, 40, 43)",1
10920,"(23, 28, 3, 40, 43)",1
10921,"(22, 23, 28, 3, 40, 43)",1
10940,"(11, 14, 37, 4)",1
10941,"(11, 14, 37, 46)",1
10942,"(11, 14, 39, 4)",1
10945,"(11, 37, 39, 4)",1
10946,"(11, 37, 39, 46)",1
10948,"(11, 39, 4, 46)",1
10949,"(14, 37, 39, 4)",1
10950,"(14, 37, 39, 46)",1
10951,"(14, 37, 4, 46)",1
10952,"(14, 39, 4, 46)",1
10953,"(37, 39, 4, 46)",1
10954,"(11, 14, 37, 39, 4)",1
10908,"(22, 28, 40, 43)",1
10906,"(22, 28, 3, 40)",1
10901,"(22, 23, 28, 40)",1
10879,"(10, 14, 2, 45, 5, 8)",1
10915,"(22, 23, 28, 3, 40)",1
10914,"(28, 3, 40, 43)",1
10910,"(23, 28, 3, 40)",1
11222,"(28, 47, 48, 5)",1
11211,"(14, 21, 47, 48)",1
11213,"(14, 21, 48, 5)",1
11214,"(14, 28, 47, 48)",1
11215,"(14, 28, 47, 5)",1
11186,"(12, 13, 24, 30, 8)",1
11216,"(14, 28, 48, 5)",1
11218,"(21, 28, 47, 48)",1
11220,"(21, 28, 48, 5)",1
11221,"(21, 47, 48, 5)",1
11223,"(14, 21, 28, 47, 48)",1
10909,"(22, 3, 40, 43)",1
11224,"(14, 21, 28, 47, 5)",1
11225,"(14, 21, 28, 48, 5)",1
11226,"(14, 21, 47, 48, 5)",1
11227,"(14, 28, 47, 48, 5)",1
11228,"(21, 28, 47, 48, 5)",1
11217,"(14, 47, 48, 5)",1
11075,"(27, 37, 45, 48, 5)",1
11074,"(15, 37, 45, 48, 5)",1
11072,"(15, 27, 37, 48, 5)",1
40520,"(16, 2, 22, 46)",1
40522,"(16, 2, 26, 46)",1
40523,"(16, 2, 37, 46)",1
47725,"(34, 35, 37, 49, 5)",1
47730,"(13, 18, 24, 4)",1
47731,"(13, 18, 24, 44)",1
47732,"(13, 18, 24, 48)",1
47733,"(13, 18, 4, 48)",1
47734,"(13, 18, 44, 48)",1
47736,"(13, 24, 4, 48)",1
47737,"(13, 24, 44, 48)",1
47738,"(13, 4, 44, 48)",1
47739,"(18, 24, 4, 44)",1
47742,"(18, 4, 44, 48)",1
47743,"(24, 4, 44, 48)",1
47744,"(13, 18, 24, 4, 44)",1
47745,"(13, 18, 24, 4, 48)",1
47746,"(13, 18, 24, 44, 48)",1
47719,"(34, 37, 49, 5)",1
47717,"(34, 35, 37, 5)",1
47716,"(34, 35, 37, 49)",1
47715,"(14, 37, 49, 5)",1
47686,"(12, 15, 37, 7)",1
47687,"(12, 29, 33, 37)",1
47688,"(12, 29, 33, 7)",1
47726,"(14, 34, 35, 37, 49, 5)",1
47724,"(14, 35, 37, 49, 5)",1
47327,"(13, 38, 39, 6)",1
47723,"(14, 34, 37, 49, 5)",1
47329,"(13, 39, 43, 6)",1
47330,"(38, 39, 43, 6)",1
47353,"(22, 26, 4, 42)",1
47331,"(11, 13, 38, 39, 43)",1
47333,"(11, 13, 38, 43, 6)",1
47334,"(11, 13, 39, 43, 6)",1
47335,"(11, 38, 39, 43, 6)",1
47336,"(13, 38, 39, 43, 6)",1
47337,"(11, 13, 38, 39, 43, 6)",1
47342,"(20, 22, 26, 39)",1
47343,"(20, 22, 26, 4)",1
47344,"(20, 22, 26, 42)",1
47346,"(20, 22, 39, 42)",1
47347,"(20, 26, 39, 4)",1
47332,"(11, 13, 38, 39, 6)",1
47818,"(11, 18, 27, 28, 42)",1
47536,"(1, 26, 35, 47)",1
47538,"(1, 32, 35, 47)",1
47720,"(14, 34, 35, 37, 49)",1
47721,"(14, 34, 35, 37, 5)",1
47722,"(14, 34, 35, 49, 5)",1
47689,"(12, 29, 37, 7)",1
47690,"(12, 33, 37, 7)",1
47691,"(15, 29, 33, 37)",1
47692,"(15, 29, 33, 7)",1
47793,"(11, 15, 19, 23, 41)",1
47794,"(14, 15, 19, 23, 41)",1
47795,"(11, 14, 15, 19, 23, 41)",1
47800,"(1, 11, 18, 27)",1
47801,"(1, 11, 18, 28)",1
47803,"(1, 11, 27, 42)",1
47804,"(1, 18, 27, 28)",1
47807,"(1, 27, 28, 42)",1
47808,"(11, 18, 27, 28)",1
47810,"(11, 18, 28, 42)",1
47811,"(11, 27, 28, 42)",1
47812,"(18, 27, 28, 42)",1
47813,"(1, 11, 18, 27, 28)",1
47814,"(1, 11, 18, 27, 42)",1
47815,"(1, 11, 18, 28, 42)",1
47816,"(1, 11, 27, 28, 42)",1
47787,"(14, 15, 23, 41)",1
47786,"(14, 15, 19, 41)",1
47785,"(14, 15, 19, 23)",1
47784,"(11, 19, 23, 41)",1
47754,"(11, 17, 18, 6)",1
47792,"(11, 14, 19, 23, 41)",1
47791,"(11, 14, 15, 23, 41)",1
47790,"(11, 14, 15, 19, 41)",1
47702,"(12, 15, 29, 33, 37, 7)",1
47693,"(15, 29, 37, 7)",1
47694,"(15, 33, 37, 7)",1
47695,"(29, 33, 37, 7)",1
47747,"(13, 18, 4, 44, 48)",1
47696,"(12, 15, 29, 33, 37)",1
47698,"(12, 15, 29, 37, 7)",1
47699,"(12, 15, 33, 37, 7)",1
47700,"(12, 29, 33, 37, 7)",1
47701,"(15, 29, 33, 37, 7)",1
47707,"(14, 34, 35, 37)",1
47789,"(11, 14, 15, 19, 23)",1
47709,"(14, 34, 35, 5)",1
47710,"(14, 34, 37, 49)",1
47711,"(14, 34, 37, 5)",1
47712,"(14, 34, 49, 5)",1
47697,"(12, 15, 29, 33, 7)",1
47685,"(12, 15, 33, 7)",1
47748,"(13, 24, 4, 44, 48)",1
47750,"(13, 18, 24, 4, 44, 48)",1
47788,"(14, 19, 23, 41)",1
47328,"(13, 38, 43, 6)",1
47326,"(13, 38, 39, 43)",1
47756,"(11, 17, 2, 6)",1
47291,"(10, 15, 2, 48)",1
47294,"(10, 15, 43, 48)",1
47295,"(10, 2, 40, 48)",1
47296,"(10, 40, 43, 48)",1
47300,"(2, 40, 43, 48)",1
47301,"(10, 15, 2, 40, 43)",1
47302,"(10, 15, 2, 40, 48)",1
47303,"(10, 15, 2, 43, 48)",1
47304,"(10, 15, 40, 43, 48)",1
47305,"(10, 2, 40, 43, 48)",1
47306,"(15, 2, 40, 43, 48)",1
47279,"(18, 21, 22, 5)",1
47278,"(18, 21, 22, 49)",1
47276,"(14, 21, 49, 5)",1
47275,"(14, 21, 22, 5)",1
47238,"(11, 17, 19, 25, 39)",1
47239,"(1, 11, 17, 19, 25, 39)",1
47246,"(17, 19, 21, 38)",1
47248,"(17, 19, 29, 6)",1
47251,"(17, 29, 38, 6)",1
47252,"(19, 21, 29, 38)",1
47253,"(19, 21, 29, 6)",1
47293,"(10, 15, 40, 48)",1
47289,"(14, 18, 21, 22, 49, 5)",1
47325,"(11, 39, 43, 6)",1
47288,"(18, 21, 22, 49, 5)",1
47480,"(18, 21, 22, 28, 41)",1
47481,"(20, 21, 22, 28, 41)",1
47482,"(18, 20, 21, 22, 28, 41)",1
47487,"(21, 34, 37, 7)",1
47492,"(21, 37, 39, 7)",1
47493,"(21, 39, 4, 7)",1
47496,"(34, 37, 4, 7)",1
47497,"(34, 39, 4, 7)",1
47498,"(37, 39, 4, 7)",1
47500,"(21, 34, 37, 39, 7)",1
47479,"(18, 20, 22, 28, 41)",1
47391,"(17, 25, 33, 46)",1
47387,"(11, 14, 17, 19, 48, 5)",1
47386,"(14, 17, 19, 48, 5)",1
47281,"(18, 22, 49, 5)",1
47282,"(21, 22, 49, 5)",1
47283,"(14, 18, 21, 22, 49)",1
47284,"(14, 18, 21, 22, 5)",1
47285,"(14, 18, 21, 49, 5)",1
47286,"(14, 18, 22, 49, 5)",1
47287,"(14, 21, 22, 49, 5)",1
47254,"(19, 21, 38, 6)",1
47257,"(17, 19, 21, 29, 38)",1
47258,"(17, 19, 21, 29, 6)",1
47307,"(10, 15, 2, 40, 43, 48)",1
47371,"(11, 14, 19, 5)",1
47355,"(26, 39, 4, 42)",1
47372,"(11, 17, 19, 48)",1
47374,"(11, 17, 48, 5)",1
47376,"(14, 17, 19, 48)",1
47377,"(14, 17, 19, 5)",1
47379,"(14, 19, 48, 5)",1
47380,"(17, 19, 48, 5)",1
47381,"(11, 14, 17, 19, 48)",1
47382,"(11, 14, 17, 19, 5)",1
47383,"(11, 14, 17, 48, 5)",1
47384,"(11, 14, 19, 48, 5)",1
47385,"(11, 17, 19, 48, 5)",1
47373,"(11, 17, 19, 5)",1
47533,"(1, 26, 32, 45)",1
47354,"(22, 39, 4, 42)",1
47352,"(22, 26, 39, 42)",1
47320,"(11, 13, 39, 6)",1
47321,"(11, 13, 43, 6)",1
47323,"(11, 38, 39, 6)",1
47324,"(11, 38, 43, 6)",1
47370,"(11, 14, 17, 5)",1
47369,"(11, 14, 17, 48)",1
47362,"(20, 22, 26, 39, 4, 42)",1
47273,"(14, 18, 49, 5)",1
47259,"(17, 19, 21, 38, 6)",1
47261,"(17, 21, 29, 38, 6)",1
47262,"(19, 21, 29, 38, 6)",1
47263,"(17, 19, 21, 29, 38, 6)",1
47268,"(14, 18, 21, 22)",1
47269,"(14, 18, 21, 49)",1
47270,"(14, 18, 21, 5)",1
47271,"(14, 18, 22, 49)",1
47272,"(14, 18, 22, 5)",1
47274,"(14, 21, 22, 49)",1
47361,"(22, 26, 39, 4, 42)",1
47260,"(17, 19, 29, 38, 6)",1
47317,"(11, 13, 38, 43)",1
47318,"(11, 13, 38, 6)",1
47319,"(11, 13, 39, 43)",1
47356,"(20, 22, 26, 39, 4)",1
47357,"(20, 22, 26, 39, 42)",1
47358,"(20, 22, 26, 4, 42)",1
47359,"(20, 22, 39, 4, 42)",1
47360,"(20, 26, 39, 4, 42)",1
47755,"(11, 17, 2, 40)",1
47757,"(11, 17, 40, 6)",1
47456,"(1, 19, 21, 28, 36, 38)",1
48416,"(24, 31, 36, 41, 6)",1
49223,"(12, 18, 26, 45, 46, 49)",1
49229,"(14, 18, 25, 3)",1
49230,"(14, 18, 25, 31)",1
49233,"(14, 18, 3, 45)",1
49234,"(14, 18, 31, 45)",1
49235,"(14, 25, 3, 31)",1
49236,"(14, 25, 31, 45)",1
49238,"(18, 25, 3, 31)",1
49239,"(18, 25, 3, 45)",1
49240,"(18, 25, 31, 45)",1
49242,"(14, 18, 25, 3, 31)",1
49243,"(14, 18, 25, 3, 45)",1
49244,"(14, 18, 25, 31, 45)",1
49245,"(14, 18, 3, 31, 45)",1
49246,"(14, 25, 3, 31, 45)",1
49247,"(18, 25, 3, 31, 45)",1
49248,"(14, 18, 25, 3, 31, 45)",1
49252,"(14, 17, 2, 3)",1
49254,"(14, 17, 2, 45)",1
49255,"(14, 17, 3, 40)",1
49256,"(14, 17, 3, 45)",1
48418,"(24, 28, 31, 36, 41, 6)",1
47237,"(1, 17, 19, 25, 39)",1
47638,"(16, 22, 48, 49)",1
47619,"(14, 29, 40, 42, 9)",1
47606,"(14, 29, 40, 42)",1
47608,"(14, 29, 42, 9)",1
47609,"(14, 40, 42, 9)",1
47610,"(16, 29, 40, 42)",1
47611,"(16, 29, 40, 9)",1
47612,"(16, 29, 42, 9)",1
47615,"(14, 16, 29, 40, 42)",1
47616,"(14, 16, 29, 40, 9)",1
47617,"(14, 16, 29, 42, 9)",1
47639,"(16, 22, 48, 9)",1
47618,"(14, 16, 40, 42, 9)",1
47620,"(16, 29, 40, 42, 9)",1
47621,"(14, 16, 29, 40, 42, 9)",1
47628,"(1, 16, 22, 48)",1
47629,"(1, 16, 22, 49)",1
47630,"(1, 16, 22, 9)",1
47632,"(1, 16, 48, 9)",1
47633,"(1, 16, 49, 9)",1
47635,"(1, 22, 48, 9)",1
47636,"(1, 22, 49, 9)",1
47637,"(1, 48, 49, 9)",1
49222,"(18, 26, 45, 46, 49)",1
49221,"(12, 26, 45, 46, 49)",1
49220,"(12, 18, 45, 46, 49)",1
49219,"(12, 18, 26, 46, 49)",1
49258,"(14, 2, 3, 40)",1
49260,"(14, 3, 40, 45)",1
49307,"(20, 21, 34, 5)",1
49308,"(20, 21, 34, 7)",1
49310,"(20, 34, 5, 7)",1
49311,"(21, 34, 5, 7)",1
49312,"(12, 20, 21, 34, 5)",1
49313,"(12, 20, 21, 34, 7)",1
49314,"(12, 20, 21, 5, 7)",1
49315,"(12, 20, 34, 5, 7)",1
49316,"(12, 21, 34, 5, 7)",1
49317,"(20, 21, 34, 5, 7)",1
49318,"(12, 20, 21, 34, 5, 7)",1
49319,"(16, 21, 28, 31)",1
49320,"(16, 21, 28, 39)",1
49324,"(16, 21, 39, 9)",1
49325,"(16, 28, 31, 39)",1
49326,"(16, 28, 31, 9)",1
49328,"(21, 28, 31, 9)",1
49329,"(21, 28, 39, 9)",1
49331,"(28, 31, 39, 9)",1
49186,"(19, 37, 45, 5)",1
49206,"(12, 18, 26, 49)",1
49218,"(12, 18, 26, 45, 49)",1
49204,"(12, 18, 26, 45)",1
49187,"(19, 4, 45, 5)",1
49189,"(27, 37, 4, 5)",1
49192,"(19, 27, 37, 4, 45)",1
49193,"(19, 27, 37, 4, 5)",1
49194,"(19, 27, 37, 45, 5)",1
49195,"(19, 27, 4, 45, 5)",1
49196,"(19, 37, 4, 45, 5)",1
49197,"(27, 37, 4, 45, 5)",1
49198,"(19, 27, 37, 4, 45, 5)",1
49257,"(14, 17, 40, 45)",1
49217,"(12, 18, 26, 45, 46)",1
49205,"(12, 18, 26, 46)",1
49207,"(12, 18, 45, 46)",1
49209,"(12, 26, 45, 46)",1
49210,"(12, 26, 45, 49)",1
49211,"(12, 26, 46, 49)",1
49212,"(12, 45, 46, 49)",1
49213,"(18, 26, 45, 46)",1
49214,"(18, 26, 46, 49)",1
49216,"(26, 45, 46, 49)",1
47605,"(14, 16, 42, 9)",1
47642,"(22, 48, 49, 9)",1
47758,"(11, 18, 2, 40)",1
47576,"(13, 18, 20, 32)",1
47578,"(13, 18, 20, 45)",1
47579,"(13, 18, 32, 41)",1
47580,"(13, 18, 32, 45)",1
47581,"(13, 18, 41, 45)",1
47582,"(13, 20, 32, 45)",1
47583,"(13, 20, 41, 45)",1
47585,"(18, 20, 32, 41)",1
47586,"(18, 20, 32, 45)",1
47587,"(18, 20, 41, 45)",1
47588,"(18, 32, 41, 45)",1
47589,"(20, 32, 41, 45)",1
47590,"(13, 18, 20, 32, 41)",1
47591,"(13, 18, 20, 32, 45)",1
47592,"(13, 18, 20, 41, 45)",1
47593,"(13, 18, 32, 41, 45)",1
47594,"(13, 20, 32, 41, 45)",1
47595,"(18, 20, 32, 41, 45)",1
47572,"(14, 30, 35, 45, 49)",1
47571,"(14, 24, 35, 45, 49)",1
47570,"(14, 24, 30, 45, 49)",1
47569,"(14, 24, 30, 35, 49)",1
47577,"(13, 18, 20, 41)",1
47574,"(14, 24, 30, 35, 45, 49)",1
47537,"(1, 26, 45, 47)",1
47573,"(24, 30, 35, 45, 49)",1
47759,"(11, 18, 2, 6)",1
47760,"(11, 18, 40, 6)",1
47761,"(11, 2, 40, 6)",1
47763,"(17, 18, 2, 6)",1
47766,"(11, 17, 18, 2, 40)",1
47749,"(18, 24, 4, 44, 48)",1
47767,"(11, 17, 18, 2, 6)",1
47769,"(11, 17, 2, 40, 6)",1
47770,"(11, 18, 2, 40, 6)",1
47771,"(17, 18, 2, 40, 6)",1
47772,"(11, 17, 18, 2, 40, 6)",1
47776,"(11, 14, 15, 19)",1
47777,"(11, 14, 15, 23)",1
47778,"(11, 14, 15, 41)",1
47780,"(11, 14, 23, 41)",1
47781,"(11, 15, 19, 23)",1
47782,"(11, 15, 19, 41)",1
47768,"(11, 17, 18, 40, 6)",1
47684,"(12, 15, 33, 37)",1
47683,"(12, 15, 29, 7)",1
47682,"(12, 15, 29, 37)",1
47541,"(26, 32, 45, 47)",1
47542,"(26, 35, 45, 47)",1
47543,"(32, 35, 45, 47)",1
47544,"(1, 26, 32, 35, 45)",1
47646,"(1, 16, 48, 49, 9)",1
47647,"(1, 22, 48, 49, 9)",1
47648,"(16, 22, 48, 49, 9)",1
47649,"(1, 16, 22, 48, 49, 9)",1
47655,"(20, 34, 39, 43)",1
47657,"(20, 34, 39, 9)",1
47660,"(20, 34, 45, 9)",1
47661,"(20, 39, 43, 9)",1
47643,"(1, 16, 22, 48, 49)",1
47663,"(20, 43, 45, 9)",1
47665,"(34, 39, 43, 9)",1
47667,"(39, 43, 45, 9)",1
47668,"(20, 34, 39, 43, 45)",1
47669,"(20, 34, 39, 43, 9)",1
47670,"(20, 34, 39, 45, 9)",1
47671,"(20, 34, 43, 45, 9)",1
47672,"(20, 39, 43, 45, 9)",1
47673,"(34, 39, 43, 45, 9)",1
47674,"(20, 34, 39, 43, 45, 9)",1
47681,"(12, 15, 29, 33)",1
47664,"(34, 39, 43, 45)",1
47645,"(1, 16, 22, 49, 9)",1
47644,"(1, 16, 22, 48, 9)",1
47604,"(14, 16, 40, 9)",1
47558,"(14, 24, 35, 45)",1
47545,"(1, 26, 32, 35, 47)",1
47546,"(1, 26, 32, 45, 47)",1
47547,"(1, 26, 35, 45, 47)",1
47548,"(1, 32, 35, 45, 47)",1
47549,"(26, 32, 35, 45, 47)",1
47550,"(1, 26, 32, 35, 45, 47)",1
47596,"(13, 18, 20, 32, 41, 45)",1
47555,"(14, 24, 30, 35)",1
47557,"(14, 24, 30, 49)",1
47559,"(14, 24, 45, 49)",1
47603,"(14, 16, 40, 42)",1
47560,"(14, 30, 35, 49)",1
47561,"(14, 30, 45, 49)",1
47563,"(24, 30, 35, 45)",1
47564,"(24, 30, 35, 49)",1
47566,"(24, 35, 45, 49)",1
47567,"(30, 35, 45, 49)",1
47568,"(14, 24, 30, 35, 45)",1
47556,"(14, 24, 30, 45)",1
47600,"(14, 16, 29, 40)",1
47478,"(18, 20, 21, 28, 41)",1
47477,"(18, 20, 21, 22, 41)",1
47968,"(16, 25, 49, 5)",1
48334,"(11, 20, 5, 8)",1
48305,"(18, 22, 38, 48)",1
48304,"(18, 22, 38, 46)",1
48301,"(11, 25, 3, 45, 46, 6)",1
48300,"(25, 3, 45, 46, 6)",1
48273,"(2, 29, 30, 31)",1
48274,"(2, 29, 30, 47)",1
48277,"(29, 30, 31, 47)",1
48278,"(11, 2, 29, 30, 31)",1
48279,"(11, 2, 29, 30, 47)",1
48280,"(11, 2, 29, 31, 47)",1
48281,"(11, 2, 30, 31, 47)",1
48282,"(11, 29, 30, 31, 47)",1
48283,"(2, 29, 30, 31, 47)",1
48284,"(11, 2, 29, 30, 31, 47)",1
48337,"(11, 22, 5, 8)",1
48286,"(11, 25, 3, 45)",1
48289,"(11, 25, 45, 46)",1
48290,"(11, 25, 46, 6)",1
48292,"(25, 3, 45, 46)",1
48293,"(25, 3, 46, 6)",1
48294,"(25, 45, 46, 6)",1
48335,"(11, 22, 49, 5)",1
48333,"(11, 20, 49, 8)",1
47926,"(21, 26, 35, 37, 47)",1
