"",Set,Count
48331,"(11, 20, 22, 8)",1
47914,"(21, 26, 35, 47)",1
47824,"(10, 17, 33, 5)",1
48125,"(25, 28, 37, 47, 8)",1
48131,"(18, 39, 47, 7)",1
48306,"(18, 22, 41, 46)",1
48308,"(18, 22, 46, 48)",1
48309,"(18, 38, 41, 46)",1
48310,"(18, 38, 41, 48)",1
48312,"(18, 41, 46, 48)",1
48313,"(22, 38, 41, 46)",1
48314,"(22, 38, 46, 48)",1
48315,"(22, 41, 46, 48)",1
48316,"(38, 41, 46, 48)",1
48317,"(18, 22, 38, 41, 46)",1
48318,"(18, 22, 38, 41, 48)",1
48319,"(18, 22, 38, 46, 48)",1
48320,"(18, 22, 41, 46, 48)",1
48321,"(18, 38, 41, 46, 48)",1
48322,"(22, 38, 41, 46, 48)",1
48323,"(18, 22, 38, 41, 46, 48)",1
48330,"(11, 20, 22, 5)",1
48295,"(11, 25, 3, 45, 46)",1
48296,"(11, 25, 3, 45, 6)",1
48297,"(11, 25, 3, 46, 6)",1
48298,"(11, 25, 45, 46, 6)",1
48413,"(24, 28, 31, 36, 6)",1
48414,"(24, 28, 31, 41, 6)",1
48379,"(2, 24, 41, 46)",1
48377,"(2, 24, 26, 41)",1
48374,"(20, 33, 39, 41, 44, 6)",1
48373,"(33, 39, 41, 44, 6)",1
48343,"(11, 20, 22, 49, 8)",1
48344,"(11, 20, 22, 5, 8)",1
48345,"(11, 20, 49, 5, 8)",1
48346,"(11, 22, 49, 5, 8)",1
48347,"(20, 22, 49, 5, 8)",1
48348,"(11, 20, 22, 49, 5, 8)",1
48353,"(20, 33, 39, 41)",1
48356,"(20, 33, 41, 44)",1
48359,"(20, 39, 41, 44)",1
48360,"(20, 39, 41, 6)",1
48339,"(20, 22, 49, 8)",1
48361,"(20, 39, 44, 6)",1
48363,"(33, 39, 41, 44)",1
48364,"(33, 39, 41, 6)",1
48365,"(33, 39, 44, 6)",1
48412,"(24, 28, 31, 36, 41)",1
48411,"(31, 36, 41, 6)",1
48410,"(28, 36, 41, 6)",1
48386,"(26, 37, 41, 46)",1
48299,"(11, 3, 45, 46, 6)",1
48288,"(11, 25, 3, 6)",1
48272,"(11, 30, 31, 47)",1
48338,"(20, 22, 49, 5)",1
48342,"(11, 20, 22, 49, 5)",1
48380,"(2, 26, 37, 41)",1
48382,"(2, 37, 41, 46)",1
48384,"(24, 26, 41, 46)",1
48385,"(24, 37, 41, 46)",1
48387,"(2, 24, 26, 37, 41)",1
48409,"(28, 31, 41, 6)",1
48388,"(2, 24, 26, 41, 46)",1
48389,"(2, 24, 37, 41, 46)",1
48390,"(2, 26, 37, 41, 46)",1
48391,"(24, 26, 37, 41, 46)",1
48392,"(2, 24, 26, 37, 41, 46)",1
48398,"(24, 28, 31, 41)",1
48400,"(24, 28, 36, 41)",1
48403,"(24, 31, 36, 41)",1
48404,"(24, 31, 36, 6)",1
47927,"(21, 32, 35, 37, 47)",1
47925,"(21, 26, 32, 37, 47)",1
48367,"(39, 41, 44, 6)",1
47858,"(24, 25, 34, 42, 44)",1
47826,"(10, 17, 39, 5)",1
47829,"(10, 33, 46, 5)",1
47830,"(10, 39, 46, 5)",1
47832,"(17, 33, 39, 5)",1
47833,"(17, 33, 46, 5)",1
47834,"(17, 39, 46, 5)",1
47835,"(33, 39, 46, 5)",1
47837,"(10, 17, 33, 39, 5)",1
47838,"(10, 17, 33, 46, 5)",1
47839,"(10, 17, 39, 46, 5)",1
47895,"(10, 16, 25, 36)",1
47840,"(10, 33, 39, 46, 5)",1
47842,"(10, 17, 33, 39, 46, 5)",1
47845,"(24, 25, 34, 42)",1
47847,"(24, 25, 34, 45)",1
47848,"(24, 25, 42, 44)",1
47849,"(24, 25, 42, 45)",1
47850,"(24, 25, 44, 45)",1
47852,"(24, 34, 44, 45)",1
47853,"(24, 42, 44, 45)",1
47854,"(25, 34, 42, 45)",1
47856,"(25, 42, 44, 45)",1
47859,"(24, 25, 34, 42, 45)",1
47924,"(21, 26, 32, 35, 47)",1
47860,"(24, 25, 34, 44, 45)",1
47861,"(24, 25, 42, 44, 45)",1
47862,"(24, 34, 42, 44, 45)",1
47863,"(25, 34, 42, 44, 45)",1
47864,"(24, 25, 34, 42, 44, 45)",1
47867,"(19, 23, 29, 5)",1
47869,"(19, 23, 38, 5)",1
47871,"(19, 23, 5, 6)",1
47873,"(19, 29, 5, 6)",1
47874,"(23, 29, 38, 5)",1
47875,"(23, 29, 38, 6)",1
47877,"(23, 38, 5, 6)",1
47878,"(29, 38, 5, 6)",1
47879,"(19, 23, 29, 38, 5)",1
47880,"(19, 23, 29, 38, 6)",1
47881,"(19, 23, 29, 5, 6)",1
47882,"(19, 23, 38, 5, 6)",1
47883,"(19, 29, 38, 5, 6)",1
47884,"(23, 29, 38, 5, 6)",1
47885,"(19, 23, 29, 38, 5, 6)",1
47892,"(10, 16, 24, 32)",1
47894,"(10, 16, 25, 32)",1
47855,"(25, 34, 44, 45)",1
47841,"(17, 33, 39, 46, 5)",1
47896,"(10, 16, 32, 36)",1
47897,"(10, 24, 25, 32)",1
48124,"(21, 28, 37, 47, 8)",1
47934,"(10, 11, 22, 40)",1
47928,"(26, 32, 35, 37, 47)",1
47899,"(10, 24, 32, 36)",1
47900,"(10, 25, 32, 36)",1
47901,"(10, 16, 24, 25, 32)",1
47902,"(10, 16, 24, 25, 36)",1
47903,"(10, 16, 24, 32, 36)",1
47904,"(10, 16, 25, 32, 36)",1
47905,"(10, 24, 25, 32, 36)",1
47906,"(10, 16, 24, 25, 32, 36)",1
47911,"(21, 26, 32, 35)",1
47912,"(21, 26, 32, 47)",1
47929,"(21, 26, 32, 35, 37, 47)",1
47913,"(21, 26, 35, 37)",1
47916,"(21, 32, 35, 37)",1
47917,"(21, 32, 35, 47)",1
47918,"(21, 32, 37, 47)",1
47920,"(26, 32, 37, 47)",1
47921,"(26, 35, 37, 47)",1
47923,"(21, 26, 32, 35, 37)",1
47953,"(10, 11, 22, 23, 33, 40)",1
47966,"(11, 32, 49, 5)",1
47965,"(11, 25, 49, 5)",1
47950,"(10, 11, 23, 33, 40)",1
47898,"(10, 24, 25, 36)",1
47939,"(10, 22, 23, 40)",1
47941,"(10, 23, 33, 40)",1
47942,"(11, 22, 23, 33)",1
47943,"(11, 22, 23, 40)",1
47945,"(11, 23, 33, 40)",1
47947,"(10, 11, 22, 23, 33)",1
47948,"(10, 11, 22, 23, 40)",1
47949,"(10, 11, 22, 33, 40)",1
47951,"(10, 22, 23, 33, 40)",1
47964,"(11, 25, 32, 5)",1
47937,"(10, 11, 33, 40)",1
47952,"(11, 22, 23, 33, 40)",1
47957,"(11, 16, 25, 32)",1
47958,"(11, 16, 25, 49)",1
47959,"(11, 16, 25, 5)",1
47960,"(11, 16, 32, 49)",1
47961,"(11, 16, 32, 5)",1
47962,"(11, 16, 49, 5)",1
47963,"(11, 25, 32, 49)",1
48366,"(33, 41, 44, 6)",1
48368,"(20, 33, 39, 41, 44)",1
47476,"(18, 20, 21, 22, 28)",1
47442,"(1, 21, 28, 36)",1
47444,"(1, 21, 36, 38)",1
47447,"(19, 21, 28, 38)",1
47448,"(19, 21, 36, 38)",1
47450,"(1, 19, 21, 28, 36)",1
47451,"(1, 19, 21, 28, 38)",1
47452,"(1, 19, 21, 36, 38)",1
47453,"(1, 19, 28, 36, 38)",1
47425,"(22, 23, 37, 49)",1
47424,"(22, 23, 26, 49)",1
47423,"(22, 23, 26, 37)",1
47422,"(16, 26, 37, 49)",1
47393,"(17, 25, 41, 46)",1
47394,"(17, 25, 46, 49)",1
47395,"(17, 33, 41, 46)",1
47396,"(17, 33, 41, 49)",1
47397,"(17, 33, 46, 49)",1
47398,"(17, 41, 46, 49)",1
47399,"(25, 33, 41, 46)",1
47401,"(25, 33, 46, 49)",1
47402,"(25, 41, 46, 49)",1
47404,"(17, 25, 33, 41, 46)",1
47443,"(1, 21, 28, 38)",1
47441,"(1, 19, 36, 38)",1
48221,"(20, 29, 39, 7)",1
47439,"(1, 19, 21, 38)",1
48224,"(20, 33, 39, 7)",1
48225,"(20, 34, 39, 7)",1
48226,"(29, 33, 34, 39)",1
48227,"(29, 33, 34, 7)",1
48228,"(29, 33, 39, 7)",1
48230,"(33, 34, 39, 7)",1
48231,"(20, 29, 33, 34, 39)",1
48219,"(20, 29, 34, 39)",1
48415,"(24, 28, 36, 41, 6)",1
47819,"(1, 11, 18, 27, 28, 42)",1
47817,"(1, 18, 27, 28, 42)",1
47426,"(22, 26, 37, 49)",1
47427,"(23, 26, 37, 49)",1
47428,"(16, 22, 23, 26, 37)",1
47429,"(16, 22, 23, 26, 49)",1
47430,"(16, 22, 23, 37, 49)",1
47431,"(16, 22, 26, 37, 49)",1
47432,"(16, 23, 26, 37, 49)",1
47433,"(22, 23, 26, 37, 49)",1
47434,"(16, 22, 23, 26, 37, 49)",1
47437,"(1, 19, 21, 28)",1
47454,"(1, 21, 28, 36, 38)",1
47405,"(17, 25, 33, 41, 49)",1
47407,"(17, 25, 41, 46, 49)",1
47408,"(17, 33, 41, 46, 49)",1
47523,"(39, 41, 44, 46)",1
47524,"(23, 34, 39, 41, 44)",1
47525,"(23, 34, 39, 41, 46)",1
47526,"(23, 34, 39, 44, 46)",1
47527,"(23, 34, 41, 44, 46)",1
47528,"(23, 39, 41, 44, 46)",1
47529,"(34, 39, 41, 44, 46)",1
47530,"(23, 34, 39, 41, 44, 46)",1
47532,"(1, 26, 32, 35)",1
47504,"(34, 37, 39, 4, 7)",1
47503,"(21, 37, 39, 4, 7)",1
47502,"(21, 34, 39, 4, 7)",1
47501,"(21, 34, 37, 4, 7)",1
47464,"(18, 20, 21, 28)",1
47465,"(18, 20, 21, 41)",1
47466,"(18, 20, 22, 28)",1
47467,"(18, 20, 22, 41)",1
47469,"(18, 21, 22, 41)",1
47471,"(20, 21, 22, 28)",1
47472,"(20, 21, 22, 41)",1
47475,"(21, 22, 28, 41)",1
47522,"(34, 41, 44, 46)",1
47521,"(34, 39, 44, 46)",1
47520,"(34, 39, 41, 46)",1
47392,"(17, 25, 33, 49)",1
47409,"(25, 33, 41, 46, 49)",1
47410,"(17, 25, 33, 41, 46, 49)",1
47415,"(16, 22, 23, 26)",1
47416,"(16, 22, 23, 37)",1
47417,"(16, 22, 23, 49)",1
47418,"(16, 22, 37, 49)",1
47419,"(16, 23, 26, 37)",1
47420,"(16, 23, 26, 49)",1
47406,"(17, 25, 33, 46, 49)",1
47455,"(19, 21, 28, 36, 38)",1
47519,"(34, 39, 41, 44)",1
47463,"(18, 20, 21, 22)",1
47505,"(21, 34, 37, 39, 4, 7)",1
47510,"(23, 34, 39, 41)",1
47512,"(23, 34, 41, 44)",1
47513,"(23, 34, 41, 46)",1
47514,"(23, 34, 44, 46)",1
47515,"(23, 39, 41, 44)",1
47516,"(23, 39, 41, 46)",1
47518,"(23, 41, 44, 46)",1
48223,"(20, 33, 34, 7)",1
48220,"(20, 29, 34, 7)",1
48369,"(20, 33, 39, 41, 6)",1
48190,"(17, 18, 25, 3, 35)",1
48194,"(20, 28, 3, 33)",1
48195,"(20, 28, 3, 4)",1
48196,"(20, 28, 3, 44)",1
48167,"(13, 22, 3, 30, 33)",1
48166,"(13, 22, 27, 30, 33)",1
48165,"(13, 22, 27, 3, 30)",1
48164,"(27, 3, 30, 33)",1
48133,"(18, 39, 5, 7)",1
48134,"(18, 39, 5, 9)",1
48135,"(18, 39, 7, 9)",1
48137,"(18, 47, 5, 9)",1
48138,"(18, 5, 7, 9)",1
48141,"(39, 47, 7, 9)",1
48143,"(47, 5, 7, 9)",1
48144,"(18, 39, 47, 5, 7)",1
48145,"(18, 39, 47, 5, 9)",1
48146,"(18, 39, 47, 7, 9)",1
48198,"(20, 28, 33, 44)",1
48147,"(18, 39, 5, 7, 9)",1
48149,"(39, 47, 5, 7, 9)",1
48150,"(18, 39, 47, 5, 7, 9)",1
48191,"(15, 17, 18, 25, 3, 35)",1
48189,"(15, 18, 25, 3, 35)",1
48213,"(20, 28, 3, 33, 4, 44)",1
48188,"(15, 17, 25, 3, 35)",1
48370,"(20, 33, 39, 44, 6)",1
48371,"(20, 33, 41, 44, 6)",1
48372,"(20, 39, 41, 44, 6)",1
48362,"(20, 41, 44, 6)",1
48271,"(11, 29, 31, 47)",1
48270,"(11, 29, 30, 47)",1
48269,"(11, 29, 30, 31)",1
48168,"(13, 27, 3, 30, 33)",1
48169,"(22, 27, 3, 30, 33)",1
48170,"(13, 22, 27, 3, 30, 33)",1
48174,"(15, 17, 18, 25)",1
48176,"(15, 17, 25, 35)",1
48177,"(15, 17, 3, 35)",1
48179,"(15, 18, 25, 35)",1
48180,"(15, 25, 3, 35)",1
48181,"(17, 18, 25, 35)",1
48183,"(17, 25, 3, 35)",1
48184,"(18, 25, 3, 35)",1
48185,"(15, 17, 18, 25, 3)",1
48186,"(15, 17, 18, 25, 35)",1
48187,"(15, 17, 18, 3, 35)",1
48155,"(13, 22, 27, 30)",1
48156,"(13, 22, 3, 30)",1
48157,"(13, 22, 30, 33)",1
48159,"(13, 27, 30, 33)",1
48257,"(19, 20, 24, 35, 36, 41)",1
48263,"(11, 2, 29, 30)",1
48265,"(11, 2, 29, 47)",1
48266,"(11, 2, 30, 31)",1
48267,"(11, 2, 30, 47)",1
48268,"(11, 2, 31, 47)",1
48252,"(19, 20, 24, 35, 41)",1
48126,"(21, 25, 28, 37, 47, 8)",1
48234,"(20, 29, 34, 39, 7)",1
48232,"(20, 29, 33, 34, 7)",1
48203,"(28, 3, 33, 4)",1
48204,"(28, 3, 4, 44)",1
48205,"(28, 33, 4, 44)",1
48206,"(3, 33, 4, 44)",1
48207,"(20, 28, 3, 33, 4)",1
48208,"(20, 28, 3, 33, 44)",1
48209,"(20, 28, 3, 4, 44)",1
48210,"(20, 28, 33, 4, 44)",1
48211,"(20, 3, 33, 4, 44)",1
48212,"(28, 3, 33, 4, 44)",1
48233,"(20, 29, 33, 39, 7)",1
48256,"(20, 24, 35, 36, 41)",1
48255,"(19, 24, 35, 36, 41)",1
48254,"(19, 20, 35, 36, 41)",1
48237,"(20, 29, 33, 34, 39, 7)",1
48160,"(13, 3, 30, 33)",1
48161,"(22, 27, 3, 30)",1
48162,"(22, 27, 30, 33)",1
48163,"(22, 3, 30, 33)",1
48148,"(18, 47, 5, 7, 9)",1
48199,"(20, 28, 4, 44)",1
48200,"(20, 3, 33, 44)",1
48202,"(20, 33, 4, 44)",1
48236,"(29, 33, 34, 39, 7)",1
48239,"(19, 20, 24, 35)",1
48253,"(19, 20, 24, 36, 41)",1
48242,"(19, 20, 35, 41)",1
48243,"(19, 20, 36, 41)",1
48244,"(19, 24, 35, 36)",1
48246,"(19, 24, 36, 41)",1
48247,"(19, 35, 36, 41)",1
48248,"(20, 24, 35, 36)",1
48250,"(24, 35, 36, 41)",1
48235,"(20, 33, 34, 39, 7)",1
48251,"(19, 20, 24, 35, 36)",1
49332,"(16, 21, 28, 31, 39)",1
49333,"(16, 21, 28, 31, 9)",1
49305,"(12, 20, 5, 7)",1
48488,"(17, 31, 4, 48)",1
48492,"(17, 31, 48, 9)",1
48494,"(17, 4, 47, 9)",1
48496,"(31, 47, 48, 9)",1
48497,"(4, 47, 48, 9)",1
48498,"(17, 31, 4, 47, 48)",1
48499,"(17, 31, 4, 47, 9)",1
48516,"(36, 38, 43, 5)",1
48500,"(17, 31, 4, 48, 9)",1
48502,"(17, 4, 47, 48, 9)",1
48503,"(31, 4, 47, 48, 9)",1
48504,"(17, 31, 4, 47, 48, 9)",1
48507,"(17, 36, 38, 43)",1
48508,"(17, 36, 38, 5)",1
48510,"(17, 36, 43, 5)",1
48511,"(17, 36, 43, 8)",1
48512,"(17, 36, 5, 8)",1
48513,"(17, 38, 43, 5)",1
48514,"(17, 38, 5, 8)",1
48501,"(17, 31, 47, 48, 9)",1
49018,"(18, 2, 42, 47, 5)",1
48702,"(19, 29, 33, 40, 8)",1
48489,"(17, 31, 4, 9)",1
48484,"(25, 28, 38, 39, 45, 6)",1
48523,"(17, 36, 38, 5, 8)",1
48483,"(28, 38, 39, 45, 6)",1
48525,"(17, 38, 43, 5, 8)",1
48526,"(36, 38, 43, 5, 8)",1
48527,"(17, 36, 38, 43, 5, 8)",1
48533,"(23, 3, 36, 40)",1
48534,"(23, 3, 36, 5)",1
48519,"(36, 43, 5, 8)",1
48539,"(23, 36, 40, 5)",1
48542,"(23, 40, 5, 6)",1
48546,"(23, 3, 36, 40, 5)",1
48547,"(23, 3, 36, 40, 6)",1
48548,"(23, 3, 36, 5, 6)",1
48549,"(23, 3, 40, 5, 6)",1
48550,"(23, 36, 40, 5, 6)",1
48552,"(23, 3, 36, 40, 5, 6)",1
48558,"(12, 20, 26, 48)",1
48559,"(12, 20, 26, 6)",1
48560,"(12, 20, 41, 48)",1
48540,"(23, 36, 40, 6)",1
48701,"(19, 29, 33, 34, 8)",1
48517,"(36, 38, 43, 8)",1
48515,"(17, 43, 5, 8)",1
48704,"(19, 33, 34, 40, 8)",1
48915,"(13, 17, 30, 36)",1
48916,"(13, 17, 30, 5)",1
48918,"(15, 17, 30, 36)",1
48875,"(32, 33, 37, 6)",1
48876,"(26, 27, 32, 33, 37)",1
48877,"(26, 27, 32, 33, 6)",1
48878,"(26, 27, 32, 37, 6)",1
48879,"(26, 27, 33, 37, 6)",1
48880,"(26, 32, 33, 37, 6)",1
48881,"(27, 32, 33, 37, 6)",1
48882,"(26, 27, 32, 33, 37, 6)",1
48947,"(14, 33, 43, 7)",1
48888,"(17, 22, 25, 39)",1
48890,"(17, 22, 30, 39)",1
48891,"(17, 25, 30, 31)",1
48892,"(17, 25, 31, 39)",1
48899,"(17, 22, 25, 30, 31)",1
48900,"(17, 22, 25, 30, 39)",1
48901,"(17, 22, 25, 31, 39)",1
48902,"(17, 22, 30, 31, 39)",1
48903,"(17, 25, 30, 31, 39)",1
48905,"(17, 22, 25, 30, 31, 39)",1
48909,"(13, 15, 17, 30)",1
48889,"(17, 22, 30, 31)",1
48874,"(27, 33, 37, 6)",1
48873,"(27, 32, 37, 6)",1
48910,"(13, 15, 17, 36)",1
48934,"(13, 14, 16, 33)",1
48919,"(15, 17, 30, 5)",1
48920,"(15, 17, 36, 5)",1
48923,"(13, 15, 17, 30, 36)",1
48924,"(13, 15, 17, 30, 5)",1
48925,"(13, 15, 17, 36, 5)",1
48926,"(13, 15, 30, 36, 5)",1
48927,"(13, 17, 30, 36, 5)",1
48928,"(15, 17, 30, 36, 5)",1
48929,"(13, 15, 17, 30, 36, 5)",1
48936,"(13, 14, 16, 7)",1
48911,"(13, 15, 17, 5)",1
48938,"(13, 14, 33, 7)",1
48939,"(13, 14, 43, 7)",1
48940,"(13, 16, 33, 43)",1
48942,"(13, 16, 43, 7)",1
48943,"(13, 33, 43, 7)",1
48944,"(14, 16, 33, 43)",1
48945,"(14, 16, 33, 7)",1
48913,"(13, 15, 30, 5)",1
48912,"(13, 15, 30, 36)",1
48524,"(17, 36, 43, 5, 8)",1
48522,"(17, 36, 38, 43, 8)",1
48948,"(13, 14, 16, 33, 43)",1
48649,"(12, 19, 23, 34)",1
48651,"(12, 23, 34, 41)",1
48652,"(15, 19, 34, 41)",1
48634,"(20, 29, 42, 49, 9)",1
48653,"(15, 23, 34, 41)",1
48655,"(12, 15, 19, 23, 34)",1
48656,"(12, 15, 19, 23, 41)",1
48657,"(12, 15, 19, 34, 41)",1
48658,"(12, 15, 23, 34, 41)",1
48659,"(12, 19, 23, 34, 41)",1
48660,"(15, 19, 23, 34, 41)",1
48661,"(12, 15, 19, 23, 34, 41)",1
48664,"(19, 20, 33, 34)",1
48665,"(19, 20, 33, 39)",1
48666,"(19, 20, 33, 8)",1
48654,"(19, 23, 34, 41)",1
48564,"(20, 26, 41, 48)",1
48562,"(12, 26, 41, 6)",1
48561,"(12, 26, 41, 48)",1
48451,"(29, 31, 8, 9)",1
48452,"(29, 33, 8, 9)",1
48453,"(2, 29, 31, 33, 8)",1
48650,"(12, 19, 23, 41)",1
48648,"(12, 15, 34, 41)",1
48521,"(17, 36, 38, 43, 5)",1
48645,"(12, 15, 19, 41)",1
48683,"(19, 20, 33, 34, 39, 8)",1
48687,"(19, 29, 33, 34)",1
48689,"(19, 29, 34, 40)",1
48690,"(19, 29, 34, 8)",1
48691,"(19, 29, 40, 8)",1
48692,"(19, 33, 34, 40)",1
48693,"(19, 33, 40, 8)",1
48694,"(19, 34, 40, 8)",1
48695,"(29, 33, 34, 40)",1
48696,"(29, 33, 34, 8)",1
48697,"(29, 33, 40, 8)",1
48698,"(29, 34, 40, 8)",1
48700,"(19, 29, 33, 34, 40)",1
48672,"(19, 33, 39, 8)",1
48670,"(19, 33, 34, 39)",1
48668,"(19, 20, 34, 8)",1
48667,"(19, 20, 34, 39)",1
48636,"(20, 29, 49, 8, 9)",1
48637,"(20, 42, 49, 8, 9)",1
48638,"(29, 42, 49, 8, 9)",1
48639,"(20, 29, 42, 49, 8, 9)",1
48454,"(2, 29, 31, 33, 9)",1
48455,"(2, 29, 31, 8, 9)",1
48456,"(2, 29, 33, 8, 9)",1
48457,"(2, 31, 33, 8, 9)",1
48426,"(10, 13, 39, 46)",1
48427,"(10, 29, 39, 46)",1
48428,"(12, 13, 29, 39)",1
48429,"(12, 13, 29, 46)",1
48479,"(25, 28, 38, 39, 6)",1
48430,"(12, 29, 39, 46)",1
48432,"(10, 12, 13, 29, 39)",1
48433,"(10, 12, 13, 29, 46)",1
48434,"(10, 12, 13, 39, 46)",1
48435,"(10, 12, 29, 39, 46)",1
48436,"(10, 13, 29, 39, 46)",1
48437,"(12, 13, 29, 39, 46)",1
48438,"(10, 12, 13, 29, 39, 46)",1
48441,"(2, 29, 31, 33)",1
48442,"(2, 29, 31, 8)",1
48445,"(2, 29, 8, 9)",1
48431,"(13, 29, 39, 46)",1
48480,"(25, 28, 38, 45, 6)",1
48481,"(25, 28, 39, 45, 6)",1
48482,"(25, 38, 39, 45, 6)",1
48520,"(38, 43, 5, 8)",1
48425,"(10, 13, 29, 46)",1
48424,"(10, 13, 29, 39)",1
48423,"(10, 12, 29, 46)",1
48471,"(25, 38, 45, 6)",1
48458,"(29, 31, 33, 8, 9)",1
48459,"(2, 29, 31, 33, 8, 9)",1
48463,"(25, 28, 38, 39)",1
48464,"(25, 28, 38, 45)",1
48465,"(25, 28, 38, 6)",1
48466,"(25, 28, 39, 45)",1
48467,"(25, 28, 39, 6)",1
48469,"(25, 38, 39, 45)",1
48470,"(25, 38, 39, 6)",1
48472,"(25, 39, 45, 6)",1
48422,"(10, 12, 29, 39)",1
48476,"(28, 39, 45, 6)",1
48477,"(38, 39, 45, 6)",1
48478,"(25, 28, 38, 39, 45)",1
48450,"(29, 31, 33, 9)",1
48449,"(29, 31, 33, 8)",1
48448,"(2, 33, 8, 9)",1
48446,"(2, 31, 33, 9)",1
48419,"(10, 12, 13, 29)",1
48420,"(10, 12, 13, 39)",1
48872,"(27, 32, 33, 6)",1
48950,"(13, 14, 16, 43, 7)",1
49304,"(12, 20, 34, 7)",1
48866,"(26, 27, 37, 6)",1
48703,"(19, 29, 34, 40, 8)",1
48822,"(19, 23, 30, 4)",1
48820,"(19, 23, 27, 30)",1
48781,"(15, 23, 3, 38, 5)",1
48782,"(13, 15, 23, 3, 38, 5)",1
48785,"(12, 20, 3, 44)",1
48788,"(12, 20, 4, 7)",1
48790,"(12, 3, 4, 44)",1
48791,"(12, 3, 4, 7)",1
48792,"(12, 3, 44, 7)",1
48793,"(12, 4, 44, 7)",1
48794,"(20, 3, 44, 7)",1
48795,"(20, 4, 44, 7)",1
48821,"(19, 23, 27, 4)",1
48797,"(12, 20, 3, 4, 44)",1
48799,"(12, 20, 3, 44, 7)",1
48800,"(12, 20, 4, 44, 7)",1
48801,"(12, 3, 4, 44, 7)",1
48802,"(20, 3, 4, 44, 7)",1
48803,"(12, 20, 3, 4, 44, 7)",1
48810,"(16, 19, 23, 27)",1
48852,"(26, 28, 30, 49)",1
48865,"(26, 27, 33, 6)",1
48728,"(36, 4, 41, 49)",1
48863,"(26, 27, 32, 37)",1
48779,"(13, 15, 3, 38, 5)",1
48780,"(13, 23, 3, 38, 5)",1
48826,"(16, 19, 23, 27, 4)",1
48827,"(16, 19, 23, 30, 4)",1
48829,"(16, 23, 27, 30, 4)",1
48830,"(19, 23, 27, 30, 4)",1
48831,"(16, 19, 23, 27, 30, 4)",1
48841,"(16, 18, 28, 30)",1
48842,"(16, 18, 28, 49)",1
48844,"(16, 26, 28, 30)",1
48845,"(16, 26, 28, 49)",1
48847,"(16, 28, 30, 49)",1
48825,"(16, 19, 23, 27, 30)",1
48848,"(18, 26, 28, 30)",1
48853,"(16, 18, 26, 28, 30)",1
48854,"(16, 18, 26, 28, 49)",1
48856,"(16, 18, 28, 30, 49)",1
48857,"(16, 26, 28, 30, 49)",1
48858,"(18, 26, 28, 30, 49)",1
48859,"(16, 18, 26, 28, 30, 49)",1
48862,"(26, 27, 32, 33)",1
48811,"(16, 19, 23, 30)",1
48812,"(16, 19, 23, 4)",1
48817,"(16, 23, 27, 4)",1
48818,"(16, 23, 30, 4)",1
45607,"(16, 2, 29, 5)",1
45581,"(10, 23, 3, 8)",1
45580,"(10, 23, 3, 39)",1
45579,"(10, 23, 27, 8)",1
45578,"(10, 23, 27, 39)",1
45542,"(14, 23, 4, 42, 45)",1
45543,"(18, 23, 4, 42, 45)",1
45544,"(14, 18, 23, 4, 42, 45)",1
45552,"(1, 10, 17, 2)",1
45553,"(1, 10, 17, 32)",1
45554,"(1, 10, 17, 49)",1
45555,"(1, 10, 2, 32)",1
45556,"(1, 10, 2, 49)",1
45557,"(1, 10, 32, 49)",1
45559,"(1, 17, 2, 49)",1
45608,"(1, 11, 16, 2, 29)",1
45560,"(1, 17, 32, 49)",1
45563,"(10, 17, 2, 49)",1
45565,"(10, 2, 32, 49)",1
45567,"(1, 10, 17, 2, 32)",1
45568,"(1, 10, 17, 2, 49)",1
45606,"(11, 2, 29, 5)",1
45605,"(11, 16, 29, 5)",1
45604,"(1, 2, 29, 5)",1
45587,"(23, 27, 3, 39)",1
48798,"(12, 20, 3, 4, 7)",1
47236,"(1, 11, 19, 25, 39)",1
47235,"(1, 11, 17, 25, 39)",1
47234,"(1, 11, 17, 19, 39)",1
45582,"(10, 23, 39, 8)",1
45583,"(10, 27, 3, 39)",1
45584,"(10, 27, 3, 8)",1
45585,"(10, 27, 39, 8)",1
45586,"(10, 3, 39, 8)",1
45588,"(23, 27, 39, 8)",1
45601,"(1, 11, 2, 29)",1
45589,"(23, 3, 39, 8)",1
45590,"(27, 3, 39, 8)",1
45591,"(10, 23, 27, 3, 39)",1
45592,"(10, 23, 27, 3, 8)",1
45593,"(10, 23, 27, 39, 8)",1
45594,"(10, 23, 3, 39, 8)",1
45595,"(10, 27, 3, 39, 8)",1
45596,"(23, 27, 3, 39, 8)",1
45597,"(10, 23, 27, 3, 39, 8)",1
48778,"(13, 15, 23, 38, 5)",1
48744,"(1, 10, 16, 49)",1
48990,"(1, 31, 40, 41)",1
48986,"(1, 14, 40, 41)",1
48952,"(13, 16, 33, 43, 7)",1
48953,"(14, 16, 33, 43, 7)",1
48954,"(13, 14, 16, 33, 43, 7)",1
48960,"(10, 27, 31, 35)",1
48961,"(10, 27, 31, 49)",1
48962,"(10, 27, 35, 39)",1
48964,"(10, 27, 39, 49)",1
48965,"(10, 31, 35, 39)",1
48966,"(10, 31, 35, 49)",1
48949,"(13, 14, 16, 33, 7)",1
48968,"(27, 31, 35, 39)",1
48973,"(10, 27, 31, 35, 39)",1
48974,"(10, 27, 31, 35, 49)",1
48975,"(10, 27, 31, 39, 49)",1
48976,"(10, 27, 35, 39, 49)",1
