number,date,numbers,szostka_count,szostka_value,piatka_count,piatka_value,czworka_count,czworka_value,trojka_count,trojka_value
5263,08-01-2013,"18,22,31,34,36,44",1,1000000.0,22,3500.0,1115,100.0,20357,10.0
5262,05-01-2013,"1,2,19,30,38,43",0,0.0,28,3500.0,1900,100.0,38001,10.0
5261,03-01-2013,"7,9,10,19,37,38",0,0.0,32,3500.0,1735,100.0,33172,10.0
5260,01-01-2013,"4,15,27,33,34,47",0,0.0,40,3500.0,1931,100.0,34049,10.0
5572,30-12-2014,"7,9,29,32,36,41",0,0.0,40,3500.0,1945,100.0,38322,10.0
5571,27-12-2014,"4,8,28,30,48,49",0,0.0,21,3500.0,1317,100.0,23085,10.0
5570,25-12-2014,"1,6,22,25,42,46",0,0.0,27,3500.0,1402,100.0,25698,10.0
5569,23-12-2014,"5,20,25,28,39,40",0,0.0,32,3500.0,1611,100.0,29222,10.0
5568,20-12-2014,"16,32,33,36,39,47",0,0.0,52,3500.0,2584,100.0,47672,10.0
5567,18-12-2014,"8,19,32,43,46,48",0,0.0,34,3500.0,1629,100.0,31755,10.0
5566,16-12-2014,"13,27,32,36,46,47",0,0.0,27,3500.0,1608,100.0,29808,10.0
5565,13-12-2014,"4,25,27,29,32,43",0,0.0,27,3500.0,1741,100.0,29777,10.0
5564,11-12-2014,"14,24,28,29,31,38",0,0.0,17,3500.0,973,100.0,19534,10.0
5563,09-12-2014,"2,7,19,31,38,39",0,0.0,49,3500.0,2692,100.0,49713,10.0
5562,06-12-2014,"12,19,25,29,36,38",1,1000000.0,47,3500.0,2621,100.0,49336,10.0
5561,04-12-2014,"1,3,13,29,31,49",3,1000000.0,38,3500.0,2137,100.0,35693,10.0
5560,02-12-2014,"1,3,15,17,18,34",1,1000000.0,32,3500.0,1645,100.0,29234,10.0
5559,29-11-2014,"2,8,23,31,32,34",0,0.0,20,3500.0,1500,100.0,27595,10.0
5558,27-11-2014,"13,21,26,36,42,43",0,0.0,20,3500.0,1014,100.0,19598,10.0
5557,25-11-2014,"9,12,20,40,45,48",0,0.0,25,3500.0,1515,100.0,29916,10.0
5556,22-11-2014,"2,16,24,27,30,48",0,0.0,32,3500.0,1794,100.0,33127,10.0
5555,20-11-2014,"8,13,17,19,27,44",0,0.0,20,3500.0,1565,100.0,27391,10.0
5554,18-11-2014,"17,18,30,35,47,48",0,0.0,19,3500.0,890,100.0,17623,10.0
5553,15-11-2014,"5,7,13,26,34,48",1,1000000.0,58,3500.0,2778,100.0,46625,10.0
5552,13-11-2014,"5,10,11,17,19,21",0,0.0,49,3500.0,2656,100.0,36157,10.0
5551,11-11-2014,"7,17,19,23,39,44",0,0.0,23,3500.0,1301,100.0,22508,10.0
5550,08-11-2014,"8,13,23,37,39,46",0,0.0,25,3500.0,1506,100.0,27179,10.0
5549,06-11-2014,"2,17,18,26,35,39",0,0.0,19,3500.0,998,100.0,19538,10.0
5548,04-11-2014,"16,18,22,30,33,43",0,0.0,29,3500.0,1069,100.0,21309,10.0
5547,01-11-2014,"9,17,22,24,39,48",0,0.0,20,3500.0,1124,100.0,20611,10.0
5546,30-10-2014,"10,15,16,22,40,46",0,0.0,20,3500.0,1166,100.0,20824,10.0
5545,28-10-2014,"5,10,20,27,39,46",0,0.0,23,3500.0,1024,100.0,20194,10.0
5544,25-10-2014,"7,8,12,19,22,36",0,0.0,80,3500.0,3802,100.0,62180,10.0
5543,23-10-2014,"8,14,28,29,32,38",0,0.0,27,3500.0,1800,100.0,35011,10.0
5542,21-10-2014,"10,11,22,29,36,42",0,0.0,45,3500.0,1931,100.0,33103,10.0
5541,18-10-2014,"10,23,36,38,40,46",1,1000000.0,28,3500.0,1738,100.0,32048,10.0
5540,16-10-2014,"3,8,18,21,29,49",0,0.0,26,3500.0,1433,100.0,25352,10.0
5539,14-10-2014,"4,5,8,14,16,34",0,0.0,17,3500.0,1393,100.0,25331,10.0
5538,11-10-2014,"4,5,21,22,28,46",0,0.0,26,3500.0,1995,100.0,38836,10.0
5537,09-10-2014,"8,21,23,25,26,39",0,0.0,23,3500.0,1300,100.0,23828,10.0
5536,07-10-2014,"3,9,12,22,32,49",0,0.0,34,3500.0,1236,100.0,23681,10.0
5535,04-10-2014,"2,5,8,19,21,25",0,0.0,114,3500.0,4507,100.0,67995,10.0
5534,02-10-2014,"1,8,9,25,31,47",0,0.0,31,3500.0,2139,100.0,40623,10.0
5533,30-09-2014,"8,25,39,42,47,49",0,0.0,28,3500.0,1659,100.0,31222,10.0
5532,27-09-2014,"6,8,12,24,26,46",1,1000000.0,65,3500.0,2654,100.0,41660,10.0
5531,25-09-2014,"8,10,12,27,30,48",0,0.0,19,3500.0,1397,100.0,24360,10.0
5530,23-09-2014,"4,22,23,27,39,43",0,0.0,24,3500.0,1147,100.0,20648,10.0
5529,20-09-2014,"2,11,15,41,45,47",2,1000000.0,26,3500.0,1642,100.0,32392,10.0
5528,18-09-2014,"1,6,11,16,44,49",0,0.0,20,3500.0,1271,100.0,23529,10.0
5527,16-09-2014,"5,17,21,25,29,46",0,0.0,20,3500.0,1252,100.0,22777,10.0
5526,13-09-2014,"12,19,29,32,43,47",1,1000000.0,34,3500.0,2444,100.0,46475,10.0
5525,11-09-2014,"1,8,20,30,33,40",0,0.0,37,3500.0,1948,100.0,31839,10.0
5524,09-09-2014,"1,8,23,38,40,46",0,0.0,30,3500.0,1367,100.0,25484,10.0
5523,06-09-2014,"8,17,22,34,38,47",0,0.0,25,3500.0,1654,100.0,28979,10.0
5522,04-09-2014,"4,7,9,23,28,32",0,0.0,27,3500.0,1614,100.0,26165,10.0
5521,02-09-2014,"11,12,14,29,34,49",0,0.0,31,3500.0,2027,100.0,39977,10.0
5520,30-08-2014,"8,9,17,27,29,45",0,0.0,39,3500.0,2313,100.0,42754,10.0
5519,28-08-2014,"4,13,29,30,32,46",0,0.0,29,3500.0,1457,100.0,26871,10.0
5518,26-08-2014,"1,6,13,14,20,47",0,0.0,33,3500.0,1435,100.0,25706,10.0
5517,23-08-2014,"6,7,14,19,37,39",0,0.0,36,3500.0,1603,100.0,29878,10.0
5516,21-08-2014,"6,15,28,32,33,42",0,0.0,29,3500.0,1582,100.0,28935,10.0
5515,19-08-2014,"6,14,26,44,45,47",0,0.0,32,3500.0,1362,100.0,23470,10.0
5514,16-08-2014,"8,12,13,16,41,49",0,0.0,24,3500.0,1331,100.0,25528,10.0
5513,14-08-2014,"3,5,6,10,27,46",0,0.0,49,3500.0,2617,100.0,46280,10.0
5512,12-08-2014,"1,9,25,27,33,34",0,0.0,32,3500.0,1890,100.0,34026,10.0
5511,09-08-2014,"4,16,21,30,34,39",1,1000000.0,34,3500.0,1571,100.0,29783,10.0
5510,07-08-2014,"14,21,30,41,43,48",0,0.0,21,3500.0,955,100.0,18845,10.0
5509,05-08-2014,"3,8,16,17,24,42",1,1000000.0,71,3500.0,3167,100.0,50442,10.0
5508,02-08-2014,"6,18,20,25,43,45",1,1000000.0,35,3500.0,2144,100.0,39682,10.0
5507,31-07-2014,"5,11,24,30,40,42",0,0.0,36,3500.0,1545,100.0,28363,10.0
5506,29-07-2014,"2,16,24,32,34,38",0,0.0,32,3500.0,1415,100.0,24365,10.0
5505,26-07-2014,"8,19,22,30,39,44",0,0.0,25,3500.0,1377,100.0,26168,10.0
5504,24-07-2014,"9,11,12,40,43,45",0,0.0,87,3500.0,3945,100.0,77538,10.0
5503,22-07-2014,"4,25,29,30,46,47",0,0.0,68,3500.0,3542,100.0,67241,10.0
5502,19-07-2014,"18,31,33,36,48,49",0,0.0,48,3500.0,2769,100.0,52372,10.0
5501,17-07-2014,"14,17,21,25,33,44",0,0.0,49,3500.0,2857,100.0,48509,10.0
5500,15-07-2014,"15,19,28,34,44,48",1,1000000.0,29,3500.0,1915,100.0,37022,10.0
5499,12-07-2014,"5,18,26,38,42,44",0,0.0,41,3500.0,2369,100.0,40088,10.0
5498,10-07-2014,"1,7,13,24,26,31",0,0.0,62,3500.0,2268,100.0,35425,10.0
5497,08-07-2014,"2,16,21,40,46,49",1,1000000.0,10,3500.0,1010,100.0,18790,10.0
5496,05-07-2014,"8,9,29,30,40,42",0,0.0,26,3500.0,1206,100.0,23656,10.0
5495,03-07-2014,"22,23,30,31,37,46",0,0.0,37,3500.0,2117,100.0,40215,10.0
5494,01-07-2014,"4,18,27,28,39,45",0,0.0,38,3500.0,2052,100.0,41291,10.0
5493,28-06-2014,"5,16,17,40,42,47",1,1000000.0,27,3500.0,1195,100.0,23106,10.0
5492,26-06-2014,"6,12,19,21,35,37",0,0.0,19,3500.0,1245,100.0,22444,10.0
5491,24-06-2014,"14,21,23,26,27,42",0,0.0,23,3500.0,1119,100.0,21744,10.0
5490,21-06-2014,"14,25,33,36,42,48",0,0.0,32,3500.0,1895,100.0,33674,10.0
5489,19-06-2014,"11,13,22,29,35,47",0,0.0,33,3500.0,1197,100.0,19916,10.0
5488,17-06-2014,"3,10,13,31,33,42",0,0.0,27,3500.0,1404,100.0,23611,10.0
5487,14-06-2014,"5,6,10,15,27,44",0,0.0,44,3500.0,1783,100.0,31968,10.0
5486,12-06-2014,"2,4,17,28,40,48",0,0.0,27,3500.0,1676,100.0,32278,10.0
5485,10-06-2014,"2,32,35,37,43,48",0,0.0,20,3500.0,1420,100.0,24948,10.0
5484,07-06-2014,"1,4,24,35,44,49",0,0.0,40,3500.0,1712,100.0,30146,10.0
5483,05-06-2014,"9,18,24,39,43,48",0,0.0,19,3500.0,1031,100.0,19450,10.0
5482,03-06-2014,"6,8,19,38,46,48",0,0.0,24,3500.0,1220,100.0,21938,10.0
5481,31-05-2014,"6,11,13,29,40,44",0,0.0,64,3500.0,3290,100.0,58232,10.0
5480,29-05-2014,"2,16,21,32,39,43",0,0.0,32,3500.0,2121,100.0,39040,10.0
5479,27-05-2014,"22,23,27,33,39,47",0,0.0,35,3500.0,1938,100.0,35857,10.0
5478,24-05-2014,"2,13,28,37,43,48",0,0.0,35,3500.0,1728,100.0,33021,10.0
5477,22-05-2014,"8,12,29,33,43,47",0,0.0,27,3500.0,1384,100.0,25254,10.0
5476,20-05-2014,"24,26,42,44,47,48",0,0.0,28,3500.0,1223,100.0,22201,10.0
5475,17-05-2014,"13,15,21,30,33,36",0,0.0,37,3500.0,1656,100.0,28718,10.0
5474,15-05-2014,"3,15,23,43,44,47",0,0.0,16,3500.0,1383,100.0,23239,10.0
5473,13-05-2014,"4,20,26,37,43,45",0,0.0,20,3500.0,1056,100.0,19971,10.0
5472,10-05-2014,"8,20,25,30,35,46",1,1000000.0,16,3500.0,1359,100.0,25510,10.0
5471,08-05-2014,"2,3,12,21,24,26",1,1000000.0,55,3500.0,2508,100.0,42510,10.0
5470,06-05-2014,"6,13,16,19,33,35",0,0.0,42,3500.0,2232,100.0,36916,10.0
5469,03-05-2014,"16,21,23,30,31,32",0,0.0,28,3500.0,1242,100.0,23140,10.0
5468,01-05-2014,"10,12,16,23,38,40",0,0.0,26,3500.0,1119,100.0,20490,10.0
5467,29-04-2014,"15,19,20,25,33,39",0,0.0,21,3500.0,1173,100.0,22520,10.0
5466,26-04-2014,"6,8,14,37,40,44",0,0.0,40,3500.0,2105,100.0,39904,10.0
5465,24-04-2014,"26,30,32,41,44,46",0,0.0,25,3500.0,1294,100.0,25220,10.0
5464,22-04-2014,"3,8,19,30,34,37",0,0.0,27,3500.0,1093,100.0,20182,10.0
5463,19-04-2014,"2,8,10,24,34,47",0,0.0,39,3500.0,1983,100.0,35631,10.0
5462,17-04-2014,"9,19,27,30,38,44",0,0.0,62,3500.0,3157,100.0,61110,10.0
5461,15-04-2014,"1,22,27,33,34,38",0,0.0,42,3500.0,2706,100.0,51530,10.0
5460,12-04-2014,"2,3,14,28,36,41",0,0.0,49,3500.0,2833,100.0,50866,10.0
5459,10-04-2014,"4,22,36,40,43,49",0,0.0,34,3500.0,1853,100.0,34248,10.0
5458,08-04-2014,"4,8,22,36,46,47",0,0.0,27,3500.0,2085,100.0,30672,10.0
5457,05-04-2014,"8,33,39,40,41,44",0,0.0,21,3500.0,1402,100.0,27756,10.0
5456,03-04-2014,"4,9,11,18,35,40",0,0.0,17,3500.0,1381,100.0,24085,10.0
5455,01-04-2014,"1,16,37,38,41,44",0,0.0,71,3500.0,4279,100.0,78190,10.0
5454,29-03-2014,"3,6,12,15,29,33",1,1000000.0,111,3500.0,5208,100.0,81577,10.0
5453,27-03-2014,"18,29,32,33,40,41",0,0.0,32,3500.0,2296,100.0,44936,10.0
5452,25-03-2014,"23,32,36,38,39,40",0,0.0,62,3500.0,2285,100.0,41247,10.0
5451,22-03-2014,"3,29,32,34,48,49",0,0.0,22,3500.0,2027,100.0,38633,10.0
5450,20-03-2014,"22,34,38,39,42,49",1,1000000.0,18,3500.0,1358,100.0,27358,10.0
5449,18-03-2014,"6,10,17,29,33,49",0,0.0,30,3500.0,1413,100.0,26986,10.0
5448,15-03-2014,"4,15,22,25,39,40",0,0.0,31,3500.0,1487,100.0,27504,10.0
5447,13-03-2014,"9,12,24,37,44,48",0,0.0,33,3500.0,1479,100.0,25040,10.0
5446,11-03-2014,"1,6,8,13,34,39",0,0.0,54,3500.0,3095,100.0,58125,10.0
5445,08-03-2014,"4,10,36,38,46,47",1,1000000.0,56,3500.0,3294,100.0,62809,10.0
5444,06-03-2014,"4,20,26,34,35,37",0,0.0,23,3500.0,1117,100.0,22637,10.0
5443,04-03-2014,"1,2,13,17,26,40",0,0.0,45,3500.0,2291,100.0,42864,10.0
5442,01-03-2014,"12,18,23,30,31,34",0,0.0,44,3500.0,2293,100.0,40430,10.0
5441,27-02-2014,"16,17,21,34,45,47",0,0.0,30,3500.0,1249,100.0,24667,10.0
5440,25-02-2014,"3,8,10,17,18,26",0,0.0,33,3500.0,1678,100.0,28408,10.0
5439,22-02-2014,"23,30,37,38,40,42",0,0.0,28,3500.0,1467,100.0,26801,10.0
5438,20-02-2014,"2,11,20,22,29,48",0,0.0,23,3500.0,1273,100.0,23144,10.0
5437,18-02-2014,"1,13,20,26,37,45",0,0.0,92,3500.0,5091,100.0,96911,10.0
5436,15-02-2014,"10,11,13,23,28,48",0,0.0,73,3500.0,4474,100.0,83237,10.0
5435,13-02-2014,"10,13,16,33,44,49",0,0.0,46,3500.0,2967,100.0,56622,10.0
5434,11-02-2014,"16,20,34,39,41,48",0,0.0,48,3500.0,2388,100.0,43924,10.0
5433,08-02-2014,"6,15,26,37,42,47",1,1000000.0,46,3500.0,2243,100.0,41528,10.0
5432,06-02-2014,"12,17,27,35,41,45",0,0.0,34,3500.0,1632,100.0,30451,10.0
5431,04-02-2014,"2,3,4,10,14,29",0,0.0,42,3500.0,1800,100.0,29041,10.0
5430,01-02-2014,"1,7,14,19,42,44",1,1000000.0,35,3500.0,1604,100.0,29430,10.0
5429,30-01-2014,"21,31,34,45,46,49",0,0.0,16,3500.0,879,100.0,18012,10.0
5428,28-01-2014,"4,17,37,38,40,44",0,0.0,25,3500.0,1038,100.0,19174,10.0
5427,25-01-2014,"4,14,25,32,45,47",0,0.0,28,3500.0,1721,100.0,32654,10.0
5426,23-01-2014,"18,22,24,33,37,48",1,1000000.0,26,3500.0,1288,100.0,22078,10.0
5425,21-01-2014,"2,11,14,16,19,29",0,0.0,27,3500.0,1280,100.0,22998,10.0
5424,18-01-2014,"15,16,24,33,39,41",0,0.0,37,3500.0,1794,100.0,33918,10.0
5423,16-01-2014,"11,16,25,26,27,49",0,0.0,16,3500.0,1232,100.0,23856,10.0
5422,14-01-2014,"2,13,19,22,31,38",0,0.0,34,3500.0,1355,100.0,24123,10.0
5421,11-01-2014,"5,20,21,31,33,47",0,0.0,39,3500.0,1855,100.0,36382,10.0
5420,09-01-2014,"4,11,30,41,45,48",0,0.0,33,3500.0,1339,100.0,22773,10.0
5419,07-01-2014,"11,24,30,41,43,45",0,0.0,23,3500.0,939,100.0,17806,10.0
5418,04-01-2014,"8,20,23,32,38,41",0,0.0,27,3500.0,1511,100.0,27805,10.0
5417,02-01-2014,"1,14,16,25,29,41",0,0.0,11,3500.0,947,100.0,18293,10.0
5729,31-12-2015,"1,6,20,33,41,48",0,0.0,59,3500.0,2851,100.0,54030,10.0
5728,29-12-2015,"16,22,25,26,37,44",1,1000000.0,25,3500.0,1791,100.0,33201,10.0
5727,26-12-2015,"8,22,24,28,30,33",0,0.0,12,3500.0,926,100.0,16823,10.0
5726,24-12-2015,"17,19,22,25,29,49",0,0.0,37,3500.0,2685,100.0,49014,10.0
5725,22-12-2015,"3,14,17,26,31,44",1,1000000.0,33,3500.0,1790,100.0,32128,10.0
5724,19-12-2015,"10,11,32,35,44,45",0,0.0,117,3500.0,6223,100.0,122411,10.0
5723,17-12-2015,"1,7,10,13,29,33",1,1000000.0,196,3500.0,7409,100.0,106069,10.0
5722,15-12-2015,"10,11,16,22,42,44",0,0.0,74,3500.0,3914,100.0,75740,10.0
5721,12-12-2015,"4,6,12,14,18,24",0,0.0,140,3500.0,5916,100.0,84260,10.0
5720,10-12-2015,"6,21,22,29,40,46",0,0.0,42,3500.0,2421,100.0,46770,10.0
5719,08-12-2015,"17,27,28,40,41,46",0,0.0,40,3500.0,1950,100.0,37330,10.0
5718,05-12-2015,"2,11,12,26,32,40",0,0.0,34,3500.0,2343,100.0,44834,10.0
5717,03-12-2015,"1,11,14,21,23,32",1,1000000.0,31,3500.0,1737,100.0,31247,10.0
5716,01-12-2015,"23,25,30,31,40,44",0,0.0,22,3500.0,1070,100.0,21946,10.0
5715,28-11-2015,"2,23,29,38,39,46",0,0.0,22,3500.0,1300,100.0,26157,10.0
5714,26-11-2015,"5,16,18,32,41,47",0,0.0,47,3500.0,2502,100.0,45503,10.0
5713,24-11-2015,"5,6,16,21,31,36",0,0.0,42,3500.0,2047,100.0,41466,10.0
5712,21-11-2015,"3,7,26,36,39,47",0,0.0,45,3500.0,2532,100.0,45874,10.0
5711,19-11-2015,"5,9,10,41,43,44",0,0.0,24,3500.0,1325,100.0,25826,10.0
5710,17-11-2015,"13,17,24,30,33,34",0,0.0,20,3500.0,1535,100.0,27500,10.0
5709,14-11-2015,"4,6,12,26,35,43",1,1000000.0,44,3500.0,1757,100.0,32041,10.0
5708,12-11-2015,"8,11,15,20,22,32",0,0.0,36,3500.0,1588,100.0,27337,10.0
5707,10-11-2015,"6,14,19,31,34,48",1,1000000.0,40,3500.0,1498,100.0,27555,10.0
5706,07-11-2015,"2,10,14,15,38,45",0,0.0,34,3500.0,1443,100.0,28299,10.0
5705,05-11-2015,"3,5,8,15,17,35",1,1000000.0,83,3500.0,3376,100.0,49811,10.0
5704,03-11-2015,"12,35,36,37,41,48",0,0.0,20,3500.0,1628,100.0,31316,10.0
5703,31-10-2015,"9,13,15,26,48,49",0,0.0,37,3500.0,2104,100.0,39073,10.0
5702,29-10-2015,"5,11,14,30,37,45",0,0.0,25,3500.0,1154,100.0,22725,10.0
5701,27-10-2015,"6,21,26,32,35,45",0,0.0,22,3500.0,1058,100.0,20857,10.0
5700,24-10-2015,"8,27,33,36,39,49",0,0.0,26,3500.0,1909,100.0,36231,10.0
5699,22-10-2015,"2,11,13,17,29,33",0,0.0,44,3500.0,2036,100.0,31309,10.0
5698,20-10-2015,"3,7,16,19,45,49",0,0.0,28,3500.0,1423,100.0,25872,10.0
5697,17-10-2015,"8,10,15,17,37,42",0,0.0,28,3500.0,1737,100.0,31580,10.0
5696,15-10-2015,"5,8,11,12,38,44",0,0.0,31,3500.0,1562,100.0,28260,10.0
5695,13-10-2015,"6,9,18,47,48,49",0,0.0,24,3500.0,1348,100.0,24583,10.0
5694,10-10-2015,"8,13,23,32,33,47",0,0.0,37,3500.0,1946,100.0,34504,10.0
5693,08-10-2015,"7,13,34,40,42,45",0,0.0,74,3500.0,3172,100.0,55140,10.0
5692,06-10-2015,"3,18,29,37,40,43",0,0.0,48,3500.0,2513,100.0,46183,10.0
5691,03-10-2015,"2,10,11,24,38,39",0,0.0,44,3500.0,2635,100.0,48281,10.0
5690,01-10-2015,"4,21,24,27,44,49",1,1000000.0,48,3500.0,1982,100.0,36426,10.0
5689,29-09-2015,"6,11,15,20,22,29",0,0.0,37,3500.0,1948,100.0,33014,10.0
5688,26-09-2015,"9,26,28,30,40,47",0,0.0,28,3500.0,1566,100.0,30186,10.0
5687,24-09-2015,"9,11,12,14,18,30",0,0.0,30,3500.0,1342,100.0,24222,10.0
5686,22-09-2015,"20,23,26,28,39,40",0,0.0,34,3500.0,1704,100.0,32246,10.0
5685,19-09-2015,"1,18,19,26,36,44",0,0.0,36,3500.0,2058,100.0,36735,10.0
5684,17-09-2015,"2,5,8,18,23,42",0,0.0,27,3500.0,1854,100.0,30401,10.0
5683,15-09-2015,"1,20,33,36,42,49",0,0.0,13,3500.0,1135,100.0,21930,10.0
5682,12-09-2015,"16,25,27,32,45,47",0,0.0,43,3500.0,1871,100.0,33588,10.0
5681,10-09-2015,"7,11,14,22,40,44",0,0.0,26,3500.0,1290,100.0,24329,10.0
5680,08-09-2015,"5,8,32,37,39,49",0,0.0,22,3500.0,1509,100.0,29055,10.0
5679,05-09-2015,"6,23,24,30,32,49",0,0.0,37,3500.0,1680,100.0,33877,10.0
5678,03-09-2015,"1,2,22,34,36,37",0,0.0,17,3500.0,1114,100.0,22368,10.0
5677,01-09-2015,"9,10,18,28,40,49",0,0.0,31,3500.0,1274,100.0,23254,10.0
5676,29-08-2015,"8,22,29,41,43,49",0,0.0,39,3500.0,1956,100.0,37279,10.0
5675,27-08-2015,"8,30,32,33,39,44",0,0.0,22,3500.0,1175,100.0,23336,10.0
5674,25-08-2015,"1,9,33,34,46,47",0,0.0,23,3500.0,1268,100.0,23612,10.0
5673,22-08-2015,"2,15,19,33,35,41",1,1000000.0,154,3500.0,8273,100.0,150054,10.0
5672,20-08-2015,"5,8,20,25,28,41",0,0.0,83,3500.0,5609,100.0,101437,10.0
5671,18-08-2015,"1,4,9,19,48,49",1,1000000.0,192,3500.0,5759,100.0,87524,10.0
5670,15-08-2015,"10,11,15,28,39,42",1,1000000.0,56,3500.0,2738,100.0,51198,10.0
5669,13-08-2015,"10,15,22,26,32,42",0,0.0,54,3500.0,2826,100.0,51418,10.0
5668,11-08-2015,"6,9,28,31,32,49",0,0.0,35,3500.0,2469,100.0,46805,10.0
5667,08-08-2015,"2,18,38,41,46,49",0,0.0,48,3500.0,2245,100.0,40752,10.0
5666,06-08-2015,"3,35,41,44,45,49",0,0.0,27,3500.0,1447,100.0,28539,10.0
5665,04-08-2015,"10,16,30,34,39,43",0,0.0,23,3500.0,1328,100.0,25589,10.0
5664,01-08-2015,"1,4,12,18,29,47",0,0.0,31,3500.0,1820,100.0,34100,10.0
5663,30-07-2015,"11,30,31,33,36,45",0,0.0,15,3500.0,998,100.0,20748,10.0
5662,28-07-2015,"2,12,20,35,40,44",0,0.0,40,3500.0,2469,100.0,45354,10.0
5661,25-07-2015,"28,31,42,43,47,49",0,0.0,35,3500.0,2200,100.0,40396,10.0
5660,23-07-2015,"1,4,15,17,31,41",0,0.0,38,3500.0,1799,100.0,34587,10.0
5659,21-07-2015,"2,4,8,9,15,35",0,0.0,42,3500.0,2220,100.0,37478,10.0
5658,18-07-2015,"3,8,13,21,27,49",1,1000000.0,49,3500.0,2506,100.0,38916,10.0
5657,16-07-2015,"10,18,23,35,42,43",0,0.0,20,3500.0,1100,100.0,21495,10.0
5656,14-07-2015,"7,19,31,34,40,48",0,0.0,29,3500.0,1349,100.0,25758,10.0
5655,11-07-2015,"10,17,34,37,40,42",0,0.0,36,3500.0,1635,100.0,29978,10.0
5654,09-07-2015,"16,21,26,35,48,49",0,0.0,43,3500.0,2777,100.0,55268,10.0
5653,07-07-2015,"5,7,10,18,43,44",1,1000000.0,42,3500.0,2646,100.0,51628,10.0
5652,04-07-2015,"8,14,15,18,35,46",0,0.0,50,3500.0,2643,100.0,50208,10.0
5651,02-07-2015,"1,10,28,44,45,48",0,0.0,31,3500.0,2071,100.0,35963,10.0
5650,30-06-2015,"5,21,25,28,36,37",0,0.0,32,3500.0,1930,100.0,35881,10.0
5649,27-06-2015,"5,18,19,28,38,46",0,0.0,36,3500.0,2014,100.0,37148,10.0
5648,25-06-2015,"8,14,24,25,37,46",1,1000000.0,22,3500.0,1365,100.0,25196,10.0
5647,23-06-2015,"1,9,20,27,34,37",0,0.0,19,3500.0,1188,100.0,24751,10.0
5646,20-06-2015,"9,13,15,23,30,39",0,0.0,48,3500.0,3283,100.0,60493,10.0
5645,18-06-2015,"14,21,25,28,29,38",0,0.0,38,3500.0,2191,100.0,42838,10.0
5644,16-06-2015,"18,24,29,32,34,44",0,0.0,28,3500.0,1959,100.0,36838,10.0
5643,13-06-2015,"4,6,16,24,46,49",0,0.0,58,3500.0,2538,100.0,41885,10.0
5642,11-06-2015,"11,20,26,30,32,35",0,0.0,18,3500.0,1192,100.0,23261,10.0
5641,09-06-2015,"2,11,13,27,36,38",0,0.0,26,3500.0,1458,100.0,25987,10.0
5640,06-06-2015,"3,6,14,32,46,47",1,1000000.0,109,3500.0,5764,100.0,107373,10.0
5639,04-06-2015,"1,2,16,26,27,38",1,1000000.0,67,3500.0,2943,100.0,56628,10.0
5638,02-06-2015,"6,13,18,24,38,44",0,0.0,108,3500.0,4862,100.0,77566,10.0
5637,30-05-2015,"10,15,16,21,24,41",0,0.0,56,3500.0,2959,100.0,59153,10.0
5636,28-05-2015,"6,8,9,20,22,48",0,0.0,46,3500.0,2512,100.0,48064,10.0
5635,26-05-2015,"4,13,17,18,38,40",0,0.0,41,3500.0,2211,100.0,40949,10.0
5634,23-05-2015,"4,6,16,17,19,30",0,0.0,48,3500.0,2741,100.0,48100,10.0
5633,21-05-2015,"3,11,18,20,35,38",0,0.0,25,3500.0,1605,100.0,29266,10.0
5632,19-05-2015,"6,16,19,23,31,49",0,0.0,25,3500.0,1480,100.0,26516,10.0
5631,16-05-2015,"1,18,23,27,38,49",0,0.0,29,3500.0,1524,100.0,28618,10.0
5630,14-05-2015,"4,16,18,35,39,44",0,0.0,29,3500.0,1241,100.0,21823,10.0
5629,12-05-2015,"3,4,5,39,41,48",0,0.0,17,3500.0,1527,100.0,31010,10.0
5628,09-05-2015,"12,18,21,35,37,39",0,0.0,44,3500.0,1766,100.0,32986,10.0
5627,07-05-2015,"2,9,17,40,41,43",0,0.0,23,3500.0,1243,100.0,22719,10.0
5626,05-05-2015,"3,9,17,43,46,47",0,0.0,57,3500.0,3063,100.0,56040,10.0
5625,02-05-2015,"8,10,12,21,25,36",0,0.0,51,3500.0,2863,100.0,49952,10.0
5624,30-04-2015,"1,10,19,25,26,41",0,0.0,58,3500.0,2779,100.0,48139,10.0
5623,28-04-2015,"6,16,17,29,33,39",0,0.0,28,3500.0,2068,100.0,37014,10.0
5622,25-04-2015,"4,6,10,24,45,46",0,0.0,43,3500.0,2248,100.0,40004,10.0
5621,23-04-2015,"3,4,6,17,21,29",0,0.0,43,3500.0,2083,100.0,34187,10.0
5620,21-04-2015,"5,13,17,27,28,42",0,0.0,34,3500.0,1712,100.0,30132,10.0
5619,18-04-2015,"1,5,13,17,29,44",0,0.0,42,3500.0,2432,100.0,42121,10.0
5618,16-04-2015,"3,20,28,36,40,41",0,0.0,20,3500.0,1236,100.0,22285,10.0
5617,14-04-2015,"7,8,16,26,27,33",1,1000000.0,30,3500.0,1677,100.0,30516,10.0
5616,11-04-2015,"2,9,32,41,44,47",2,1000000.0,169,3500.0,10238,100.0,189859,10.0
5615,09-04-2015,"4,8,10,16,39,48",0,0.0,102,3500.0,6626,100.0,125226,10.0
5614,07-04-2015,"6,16,31,38,39,43",0,0.0,62,3500.0,3051,100.0,59264,10.0
5613,04-04-2015,"7,13,17,20,34,47",1,1000000.0,112,3500.0,5408,100.0,91923,10.0
